ADAPTER_DIAMETER,ADAPTER_LENGTH,CAN_DIAMETER,CAN_LENGTH,CORPUS,COST,ESC_BEC_Class,INTERNAL_RESISTANCE,IO_IDLE_CURRENT_10V,KM,KT,KV,LENGTH,MAX_CURRENT,MAX_POWER,MODEL,MODEL_NAME,Max_Cells,Min_Cells,PROP_PITCH_REC,PROP_SIZE_REC,Poles,SHAFT_DIAMETER,TOTAL_LENGTH,WEIGHT
6,26,37.7,10,UAV,61.9,2,135,0.3,0.0552976454775657,0.0203176523096037,470,30,15,330,t_motor_MN3110KV470,t_motor_MN3110KV470,6,3,"3,5","10,15",12N14P,4,37.1,0.098
6,26,37.7,10,UAV,61.9,2,92,0.3,0.0449758550225201,0.0136418522650196,700,30,21,0,t_motor_MN3110KV700,t_motor_MN3110KV700,6,3,"3,5","10,13",12N14P,4,37.1,0.099
6,26,37.7,10,UAV,61.9,2,71,0.4,0.0459459890745795,0.0122426879301458,780,30,26,481,t_motor_MN3110KV780,t_motor_MN3110KV780,6,3,"3,4","9,12",12N14P,4,37.1,0.1
6,26,41.8,8,UAV,69.9,2,205,0.4,0.0555022839410317,0.0251297278566151,380,27,14,0,t_motor_MN3508KV380,t_motor_MN3508KV380,6,3,"4,6","12,16",12N14P,4,35.1,0.103
6,26,41.8,8,UAV,69.9,2,110,0.4,0.049641745746036,0.0164643044577823,580,27,18,400,t_motor_MN3508KV580,t_motor_MN3508KV580,4,3,"4,5","12,15",12N14P,4,35.1,0.103
6,26,41.8,8,UAV,69.9,2,72,0.5,0.0508401816726555,0.0136418522650196,700,27,23,510,t_motor_MN3508KV700,t_motor_MN3508KV700,4,3,"3,5","11,13",12N14P,4,35.1,0.104
6,26,41.8,10,UAV,79.9,2,188,0.4,0.0611772507976394,0.0265258238486492,360,29,15,330,t_motor_MN3510KV360,t_motor_MN3510KV360,6,3,"4,6","12,16",12N14P,4,37.1,0.117
6,26,41.8,10,UAV,79.9,2,65,0.5,0.0594530520520383,0.0151576136277996,630,29,22,495,t_motor_MN3510KV630,t_motor_MN3510KV630,4,3,"4,5","12,14",12N14P,4,37.1,0.119
6,26,41.8,10,UAV,79.9,2,50,0.5,0.0610082180071866,0.0136418522650196,700,29,25,555,t_motor_MN3510KV700,t_motor_MN3510KV700,4,3,"3,5","11,14",12N14P,4,37.1,0.118
6,31.5,42.5,15,UAV,96.9,2,116,0.3,0.0700942504644547,0.0238732414637843,400,34,30,900,t_motor_MN3515KV400,t_motor_MN3515KV400,8,4,"3,6","12,17",12N14P,4,43,0.183
"6,8","31.5,31.5",42.5,20,UAV,109.9,2,82,1.2,0.0833689754826471,0.0238732414637843,400,42,38,1140,t_motor_MN3520KV400,t_motor_MN3520KV400,8,4,"4,6","14,18",12N14P,4,50.6,0.222
"6,8","31.5,31.5",44.7,10,UAV,86.9,2,98,0.8,0.0824435378475495,0.0258089096905776,370,30,20,450,t_motor_MN4010KV370,t_motor_MN4010KV370,8,4,"4,6","12,17",18N24P,4,39.1,0.137
"6,8","31.5,31.5",44.7,10,UAV,86.9,2,98,0.8,0.0642191768496701,0.020103782285292,475,30,30,540,t_motor_MN4010KV475,t_motor_MN4010KV475,8,4,"4,6","12,16",18N24P,4,39.1,0.137
"6,8","31.5,31.5",44.7,10,UAV,86.9,2,42,1.3,0.0803375796069829,0.0164643044577823,580,30,31,575,t_motor_MN4010KV580,t_motor_MN4010KV580,8,4,"4,6","12,15",18N24P,4,39.1,0.137
"6,8","31.5,31.5",44.7,12,UAV,92.9,2,133,0.9,0.0770134616013436,0.0280861664279815,340,33,22,660,t_motor_MN4012KV340,t_motor_MN4012KV340,8,4,"4,6","13,17",18N24P,4,40.9,0.155
"6,8","31.5,31.5",44.7,12,UAV,92.9,2,75,1,0.0871727524698821,0.0238732414637843,400,33,25,750,t_motor_MN4012KV400,t_motor_MN4012KV400,8,4,"4,6","12,16",18N24P,4,40.9,0.155
"6,8","31.5,31.5",44.7,12,UAV,92.9,2,57,1.3,0.0833283374224784,0.0198943678864869,480,33,29,870,t_motor_MN4012KV480,t_motor_MN4012KV480,8,4,"4,6","12,16",18N24P,4,40.9,0.155
"6,8","31.5,31.5",44.7,14,UAV,96.9,2,85,1.1,0.099253991122533,0.0289372623803446,330,35,25,750,t_motor_MN4014KV330,t_motor_MN4014KV330,8,4,"4,7","14,18",18N24P,4,42.9,0.171
"6,8","31.5,31.5",44.7,14,UAV,96.9,2,67,1.3,0.0922303781654372,0.0238732414637843,400,35,30,900,t_motor_MN4014KV400,t_motor_MN4014KV400,8,4,"4,6","14,18",18N24P,4,42.9,0.171
6,31.5,59,8,UAV,99.9,2,93,0.9,0.0920981678579909,0.0280861664279815,340,29.5,35,850,t_motor_MN5208KV340,t_motor_MN5208KV340,6,4,"4,7","14,18",24N22P,4,38.5,0.196
6,31.5,59,12,UAV,109.9,2,69,1.1,0.10692220825294,0.0280861664279815,340,33.5,35,840,t_motor_MN5212KV340,t_motor_MN5212KV340,8,4,"5,7","14,19",24N22P,4,42.5,0.249
6,31.5,59,12,UAV,109.9,2,69,1.1,0.0865560733476185,0.0227364204416993,420,33.5,60,1440,t_motor_MN5212KV420,t_motor_MN5212KV420,8,4,"5,7","14,18",24N22P,4,42.5,0.249
nan,nan,17.7,6,UAV,41.9,3,62,0.2,0.0123712574111407,0.00308041825339152,3100,12,6,44,t_motor_MT13063100KV,t_motor_MT13063100KV,2,1,"2,3","6,7",,4,26,0.0112
nan,nan,27.5,8,UAV,43.9,3,165,0.1,0.0213715846275406,0.00868117871410338,1100,24.5,12,180,t_motor_MT22081100KV,t_motor_MT22081100KV,4,3,"2,4","8,11",,5,48,0.045
nan,nan,27.5,16,UAV,54.9,3,175,0.3,0.0285339811950631,0.0119366207318922,800,34,18,260,t_motor_MT2216V2800KV,t_motor_MT2216V2800KV,4,3,"3,5","9,12",12N14P,5,58,0.075
