Category,Style,Name,Manufacturer,Cost,Hub_Diameter_in,Hub_Diameter_mm,Hub_Thickness_in,Hub_Thickness_mm,Shaft_Diameter_in,Shaft_Diameter_mm,Diameter_in,Diameter_mm,Pitch_in,Pitch_mm,Weight_lbm,Weight_g,Performance_File,Buy_link,CAD_File,Image_File,Product_Des,Num_Blades,RPM Min,RPM Max
Propeller,D,48x14_6_1400_51_420,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,14,355.6,2.896876488,1314,48x14_6_1400_51_420.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,700.0,2100.0
Propeller,D,48x15_2_1000_41_190,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,15,381,1.166246318,529,48x15_2_1000_41_190.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,48x15_3_1000_41_200,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,15,381,1.607171202,729,48x15_3_1000_41_200.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,48x15_4_1000_41_210,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,15,381,2.052505335,931,48x15_4_1000_41_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,48x15_5_1000_41_220,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,15,381,2.495634844,1132,48x15_5_1000_41_220.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,48x15_6_1000_41_230,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,15,381,2.943173601,1335,48x15_6_1000_41_230.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,48x16_2_1200_51_290,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,16,406.4,1.179474065,535,48x16_2_1200_51_290.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,48x16_3_1200_51_300,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,16,406.4,1.6159897,733,48x16_3_1200_51_300.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,48x16_4_1200_51_310,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,16,406.4,2.05470996,932,48x16_4_1200_51_310.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,48x16_5_1200_51_330,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,16,406.4,2.504453341,1136,48x16_5_1200_51_330.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,48x16_6_1200_51_340,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,16,406.4,2.945378225,1336,48x16_6_1200_51_340.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,48x17_2_1000_46_210,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,17,431.8,1.179474065,535,48x17_2_1000_46_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,48x17_3_1000_46_210,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,17,431.8,1.604966578,728,48x17_3_1000_46_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,48x17_4_1000_46_220,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,17,431.8,2.048096086,929,48x17_4_1000_46_220.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,48x17_5_1000_46_230,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,17,431.8,2.493430219,1131,48x17_5_1000_46_230.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,48x17_6_1000_46_240,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,17,431.8,2.938764352,1333,48x17_6_1000_46_240.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,48x19_2_1000_51_220,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,19,482.6,1.175064816,533,48x19_2_1000_51_220.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,48x19_3_1000_51_220,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,19,482.6,1.602761953,727,48x19_3_1000_51_220.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,48x19_4_1000_51_230,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,19,482.6,2.045891462,928,48x19_4_1000_51_230.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,48x19_5_1000_51_240,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,19,482.6,2.48902097,1129,48x19_5_1000_51_240.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,48x19_6_1000_51_250,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,19,482.6,2.934355103,1331,48x19_6_1000_51_250.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,48x22_2_800_46_140,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,22,558.8,1.208134182,548,48x22_2_800_46_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,400.0,1200.0
Propeller,D,48x22_3_800_46_150,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,22,558.8,1.662286813,754,48x22_3_800_46_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,400.0,1200.0
Propeller,D,48x22_4_800_46_150,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,22,558.8,2.08998395,948,48x22_4_800_46_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,400.0,1200.0
Propeller,D,48x22_5_800_46_160,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,22,558.8,2.544136581,1154,48x22_5_800_46_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,400.0,1200.0
Propeller,D,48x22_6_800_46_170,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,22,558.8,3.000493836,1361,48x22_6_800_46_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,400.0,1200.0
Propeller,D,48x23_2_600_36_80,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,23,584.2,1.203724933,546,48x23_2_600_36_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,300.0,900.0
Propeller,D,48x23_3_600_36_80,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,23,584.2,1.633626695,741,48x23_3_600_36_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,300.0,900.0
Propeller,D,48x23_4_600_36_80,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,23,584.2,2.061323833,935,48x23_4_600_36_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,300.0,900.0
Propeller,D,48x23_5_600_36_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,23,584.2,2.535318083,1150,48x23_5_600_36_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,300.0,900.0
Propeller,D,48x23_6_600_36_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,23,584.2,2.965219845,1345,48x23_6_600_36_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,300.0,900.0
Propeller,D,48x24_2_800_51_150,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,24,609.6,1.210338807,549,48x24_2_800_51_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,400.0,1200.0
Propeller,D,48x24_3_800_51_160,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,24,609.6,1.664491437,755,48x24_3_800_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,400.0,1200.0
Propeller,D,48x24_4_800_51_160,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,24,609.6,2.092188575,949,48x24_4_800_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,400.0,1200.0
Propeller,D,48x24_5_800_51_160,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,24,609.6,2.519885712,1143,48x24_5_800_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,400.0,1200.0
Propeller,D,48x24_6_800_51_170,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,24,609.6,2.974038343,1349,48x24_6_800_51_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,400.0,1200.0
Propeller,D,48x26_2_600_41_80,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,26,660.4,1.234589675,560,48x26_2_600_41_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,300.0,900.0
Propeller,D,48x26_3_600_41_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,26,660.4,1.71078855,776,48x26_3_600_41_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,300.0,900.0
Propeller,D,48x26_4_600_41_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,26,660.4,2.136281063,969,48x26_4_600_41_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,300.0,900.0
Propeller,D,48x26_5_600_41_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,26,660.4,2.563978201,1163,48x26_5_600_41_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,300.0,900.0
Propeller,D,48x26_6_600_41_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,26,660.4,2.991675338,1357,48x26_6_600_41_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,300.0,900.0
Propeller,D,48x29_2_600_46_80,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,29,736.6,1.203724933,546,48x29_2_600_46_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,300.0,900.0
Propeller,D,48x29_3_600_46_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,29,736.6,1.677719184,761,48x29_3_600_46_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,300.0,900.0
Propeller,D,48x29_4_600_46_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,29,736.6,2.105416321,955,48x29_4_600_46_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,300.0,900.0
Propeller,D,48x29_5_600_46_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,29,736.6,2.533113459,1149,48x29_5_600_46_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,300.0,900.0
Propeller,D,48x29_6_600_46_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,29,736.6,2.960810596,1343,48x29_6_600_46_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,300.0,900.0
Propeller,D,48x32_2_600_51_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,32,812.8,1.219157304,553,48x32_2_600_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,300.0,900.0
Propeller,D,48x32_3_600_51_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,32,812.8,1.649059066,748,48x32_3_600_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,300.0,900.0
Propeller,D,48x32_4_600_51_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,32,812.8,2.076756204,942,48x32_4_600_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,300.0,900.0
Propeller,D,48x32_5_600_51_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,32,812.8,2.506657966,1137,48x32_5_600_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,300.0,900.0
Propeller,D,48x32_6_600_51_90,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,32,812.8,2.934355103,1331,48x32_6_600_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,300.0,900.0
Propeller,D,48x4_2_4000_46_670,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,4,101.6,0.95239775,432,48x4_2_4000_46_670.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,2000.0,6000.0
Propeller,D,48x5_2_4000_51_810,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,5,127,0.970034745,440,48x5_2_4000_51_810.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,2000.0,6000.0
Propeller,D,48x6_2_3400_51_760,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,6,152.4,0.996490238,452,48x6_2_3400_51_760.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1700.0,5100.0
Propeller,D,48x6_3_3200_51_780,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,6,152.4,1.441824371,654,48x6_3_3200_51_780.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1600.0,4800.0
Propeller,D,48x7_2_2800_51_670,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,7,177.8,1.02735498,466,48x7_2_2800_51_670.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1400.0,4200.0
Propeller,D,48x7_3_2800_51_720,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,7,177.8,1.466075239,665,48x7_3_2800_51_720.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1400.0,4200.0
Propeller,D,48x7_4_2800_51_750,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,7,177.8,1.902590875,863,48x7_4_2800_51_750.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1400.0,4200.0
Propeller,D,48x8_2_2400_51_600,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,8,203.2,1.053810473,478,48x8_2_2400_51_600.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1200.0,3600.0
Propeller,D,48x8_3_2400_51_640,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,8,203.2,1.492530732,677,48x8_3_2400_51_640.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1200.0,3600.0
Propeller,D,48x8_4_2400_51_680,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,8,203.2,1.933455617,877,48x8_4_2400_51_680.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1200.0,3600.0
Propeller,D,48x8_5_2400_51_700,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,8,203.2,2.369971252,1075,48x8_5_2400_51_700.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1200.0,3600.0
Propeller,D,48x9_2_2200_51_560,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,9,228.6,1.069242844,485,48x9_2_2200_51_560.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1100.0,3300.0
Propeller,D,48x9_3_2200_51_600,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,9,228.6,1.510167728,685,48x9_3_2200_51_600.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1100.0,3300.0
Propeller,D,48x9_4_2200_51_630,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,9,228.6,1.948887987,884,48x9_4_2200_51_630.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1100.0,3300.0
Propeller,D,48x9_5_2200_51_660,SwRI,0,7.2,182.88,3.6,91.44,1.850393701,47,48,1219.2,9,228.6,2.387608247,1083,48x9_5_2200_51_660.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1100.0,3300.0
Propeller,D,55x10_2_2000_51_760,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,10,254,1.470484488,667,55x10_2_2000_51_760.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1000.0,3000.0
Propeller,D,55x10_3_2000_51_820,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,10,254,2.103211697,954,55x10_3_2000_51_820.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1000.0,3000.0
Propeller,D,55x10_4_2000_51_870,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,10,254,2.735938905,1241,55x10_4_2000_51_870.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1000.0,3000.0
Propeller,D,55x10_5_2000_51_900,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,10,254,3.364256865,1526,55x10_5_2000_51_900.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1000.0,3000.0
Propeller,D,55x11_2_1800_51_700,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,11,279.4,1.494735357,678,55x11_2_1800_51_700.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,900.0,2700.0
Propeller,D,55x11_3_1800_51_750,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,11,279.4,2.125257941,964,55x11_3_1800_51_750.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,900.0,2700.0
Propeller,D,55x11_4_1800_51_790,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,11,279.4,2.75798515,1251,55x11_4_1800_51_790.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,900.0,2700.0
Propeller,D,55x11_5_1800_51_820,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,11,279.4,3.386303109,1536,55x11_5_1800_51_820.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,900.0,2700.0
Propeller,D,55x11_6_1800_51_850,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,11,279.4,4.016825694,1822,55x11_6_1800_51_850.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,900.0,2700.0
Propeller,D,55x12_2_1600_51_620,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,12,304.8,1.512372352,686,55x12_2_1600_51_620.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,800.0,2400.0
Propeller,D,55x12_3_1600_51_660,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,12,304.8,2.145099561,973,55x12_3_1600_51_660.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,800.0,2400.0
Propeller,D,55x12_4_1600_51_700,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,12,304.8,2.777826769,1260,55x12_4_1600_51_700.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,800.0,2400.0
Propeller,D,55x12_5_1600_51_740,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,12,304.8,3.414963227,1549,55x12_5_1600_51_740.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,800.0,2400.0
Propeller,D,55x12_6_1600_51_760,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,12,304.8,4.043281187,1834,55x12_6_1600_51_760.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,800.0,2400.0
Propeller,D,55x13_2_1200_41_370,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,13,330.2,1.52119085,690,55x13_2_1200_41_370.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,55x13_3_1200_41_390,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,13,330.2,2.151713434,976,55x13_3_1200_41_390.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,55x13_4_1200_41_410,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,13,330.2,2.782236018,1262,55x13_4_1200_41_410.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,55x13_5_1200_41_430,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,13,330.2,3.417167851,1550,55x13_5_1200_41_430.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,55x13_6_1200_41_450,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,13,330.2,4.04989506,1837,55x13_6_1200_41_450.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,55x14_2_1400_51_540,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,14,355.6,1.534418596,696,55x14_2_1400_51_540.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,700.0,2100.0
Propeller,D,55x14_3_1400_51_570,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,14,355.6,2.164941181,982,55x14_3_1400_51_570.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,700.0,2100.0
Propeller,D,55x14_4_1400_51_610,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,14,355.6,2.802077638,1271,55x14_4_1400_51_610.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,700.0,2100.0
Propeller,D,55x14_5_1400_51_630,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,14,355.6,3.432600222,1557,55x14_5_1400_51_630.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,700.0,2100.0
Propeller,D,55x14_6_1400_51_660,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,14,355.6,4.067532055,1845,55x14_6_1400_51_660.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,700.0,2100.0
Propeller,D,55x15_2_1000_41_300,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,15,381,1.543237094,700,55x15_2_1000_41_300.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,55x15_3_1000_41_310,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,15,381,2.169350429,984,55x15_3_1000_41_310.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,55x15_4_1000_41_330,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,15,381,2.806486887,1273,55x15_4_1000_41_330.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,55x15_5_1000_41_350,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,15,381,3.445827969,1563,55x15_5_1000_41_350.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,55x15_6_1000_41_360,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,15,381,4.074145928,1848,55x15_6_1000_41_360.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,55x16_2_1200_51_450,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,16,406.4,1.552055592,704,55x16_2_1200_51_450.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,55x16_3_1200_51_470,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,16,406.4,2.180373552,989,55x16_3_1200_51_470.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,55x16_4_1200_51_500,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,16,406.4,2.817510009,1278,55x16_4_1200_51_500.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,55x16_5_1200_51_520,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,16,406.4,3.450237218,1565,55x16_5_1200_51_520.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,55x16_6_1200_51_540,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,16,406.4,4.082964426,1852,55x16_6_1200_51_540.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,55x17_2_1000_46_330,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,17,431.8,1.59614808,724,55x17_2_1000_46_330.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,55x17_3_1000_46_340,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,17,431.8,2.222261416,1008,55x17_3_1000_46_340.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,55x17_4_1000_46_360,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,17,431.8,2.861602497,1298,55x17_4_1000_46_360.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,55x17_5_1000_46_380,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,17,431.8,3.500943579,1588,55x17_5_1000_46_380.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,55x17_6_1000_46_390,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,17,431.8,4.131466163,1874,55x17_6_1000_46_390.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,55x19_2_1000_51_360,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,19,482.6,1.609375827,730,55x19_2_1000_51_360.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,55x19_3_1000_51_370,SwRI,0,8.25,209.55,4.125,104.775,1.850393701,47,55,1397,19,482.6,2.235489162,1014,55x19_3_1000_51_370.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
